fold,folder,identifier
3,dist0p30,00765_TRHKFGW128F145C06F
3,dist0p30,00778_TRIBCXK128F92F5682
3,dist0p30,00784_TRIUQHM128F92EBE21
3,dist0p30,00789_TRJCWSS128F1481E40
3,dist0p30,00795_TRJWOLN128F42521A6
3,dist0p30,00799_TRKEWIP128F427FF6F
3,dist0p30,00805_TRKPUMW128E07931CD
3,dist0p30,00816_TRLKEXL128F92D31AB
3,dist0p30,00824_TRLPUOB128F4270A35
3,dist0p30,00857_TRODVYH128F428FF5D
3,dist0p30,00872_TRPULWH128E0788797
3,dist0p30,00890_TRRQUZJ128F42741AF
3,dist0p30,00900_TRSKBUE128F146A8DD
3,dist0p30,00906_TRSTIOF128F9322A06
3,dist0p30,00934_TRUTDJQ128F92EB243
3,dist0p30,00944_TRVRBPO128F42BC577
3,dist0p30,00973_TRXZJXP128E0794039
3,dist0p30,00975_TRYINVS12903CA4435
3,dist0p30,00985_TRZCJZJ128F9364C67
3,dist0p40,01037_TRHHZSR128F149F318
3,dist0p40,01059_TRWXPSI128F426C8AE
3,dist0p40,01067_TRHODQS128F4265380
3,dist0p40,01077_TRZVOBX128F4295619
3,dist0p40,01089_TRVPMAE128F9334013
3,dist0p40,01091_TRKQKWL128F92ED322
3,dist0p40,01093_TRLCVIO128F93049BF
3,dist0p40,01100_TRHZHEU128F9354786
3,dist0p40,01103_TRTQPET128F9340F9E
3,dist0p40,01120_TRAJFBN128F930527C
3,dist0p40,01121_TRAKUMK128F933AA30
3,dist0p40,01123_TRAYIFV128F934B689
3,dist0p40,01131_TRBOTNA128F423AC69
3,dist0p40,01138_TRCBIIS128F147FCB6
3,dist0p40,01163_TRETQJL128F149199F
3,dist0p40,01166_TRFBXPP128F4269EFF
3,dist0p40,01173_TRGCIRN128F422EFEC
3,dist0p40,01175_TRGDQUL128F92E5302
3,dist0p40,01181_TRHGYQQ128F92E2272
3,dist0p40,01187_TRIIEWC128E0786659
3,dist0p40,01207_TRLGAVF128F14A5557
3,dist0p40,01208_TRLHNLY12903CC0587
3,dist0p40,01220_TRMYXFN128E07931CF
3,dist0p40,01224_TRNQXPB128F9316747
3,dist0p40,01238_TRPDSQJ128F92D2698
3,dist0p40,01254_TRQYNHU128F425D717
3,dist0p40,01279_TRTYHUE128F429FD9B
3,dist0p40,01283_TRUJPTU128F92EFACA
3,dist0p40,01287_TRVBHEI128F425BEA5
3,dist0p40,01293_TRWMAAQ128EF344587
3,dist0p40,01314_TRZMPZW128F934B7A4
3,dist0p40,01315_TRZOHXR128F92EC5F4
3,dist0p50,01330_TRFSGBU128F428E155
3,dist0p50,01344_TRZJWAM128F42481F4
3,dist0p50,01345_TRDGPDC128F426A742
3,dist0p50,01347_TRKTEKX128F425EC93
3,dist0p50,01358_TRJHSKL128F92E4EC7
3,dist0p50,01374_TRKRZKC12903CE4EEC
3,dist0p50,01377_TRNYKXH12903D09F5D
3,dist0p50,01381_TRAUDXJ128F9351E71
3,dist0p50,01417_TRHTLCM128E0783A19
3,dist0p50,01431_TRMANVT128F9310C2D
3,dist0p50,01440_TRNUKIP128F14805AE
3,dist0p50,01458_TRRVLYK128F1477E8B
3,dist0p50,01466_TRTHSQM128F92F85D7
3,dist0p50,01484_TRYKQBS128E078E0D9
3,dist0p60,01494_TRIAZHV128F14659A3
3,dist0p60,01508_TRTMJJB128F92FAE77
3,dist0p60,01520_TRAUKYS128F14636CB
3,dist0p60,01521_TRBPKZQ128F145850B
3,dist0p60,01525_TRCUDYA128F422EFF2
3,dist0p60,01533_TRGGQUZ128F146A8E0
3,dist0p60,01541_TRIFTYR128F428EC07
3,dist0p60,01567_TRTOUJZ128F147FCB8
3,dist0p60,01577_TRZMSQF12903CA89CB
4,dist0p00,00007_TRDDBLN128F4265FBC
4,dist0p00,00018_TRARFOC128F92ED401
4,dist0p00,00022_TRBRSTH128F4296255
4,dist0p00,00024_TRGQFAB128F4259E7C
4,dist0p00,00038_TRUJBEM128F42849F8
4,dist0p00,00040_TRVNNMF128F4285161
4,dist0p10,00075_TRNJYNH128F9310231
4,dist0p10,00081_TRAFQFM128E078EC97
4,dist0p10,00095_TRDPXKD128F1499EF3
4,dist0p10,00097_TREBGRF128F148D11A
4,dist0p10,00112_TRHEHIY128F42942B9
4,dist0p10,00126_TRIZWLK128E0793C91
4,dist0p10,00128_TRKGXYF128F92D2C35
4,dist0p10,00133_TRLAACO128F148FDC0
4,dist0p10,00137_TRLZJKN128F93434FD
4,dist0p10,00149_TROWILC12903CBB643
4,dist0p10,00150_TROXAZG12903CA7A82
4,dist0p10,00191_TRYNUFQ128F42B9533
4,dist0p10,00194_TRYXSYH128F93510D2
4,dist0p10,00196_TRZSKVY128F4298E31
4,dist0p20,00199_TRZZIYQ128E078550C
4,dist0p20,00217_TRBWTPJ128F145FB00
4,dist0p20,00219_TRNZMIO128F14672D2
4,dist0p20,00221_TRWIHVQ128F1469328
4,dist0p20,00224_TRWSRFM128F146B81B
4,dist0p20,00229_TRYRMWH128F14917C7
4,dist0p20,00234_TRQTVEV128F14B1618
4,dist0p20,00239_TRHXZSY128F4233B86
4,dist0p20,00270_TRKWXST128F428D0ED
4,dist0p20,00274_TRXOXTF128F9307FC8
4,dist0p20,00323_TRCJWHB128F42999AD
4,dist0p20,00327_TRDCRYX128F4259DD7
4,dist0p20,00328_TRDCWMK12903CE5175
4,dist0p20,00333_TRDMWHC128F148D320
4,dist0p20,00348_TRFOOCS128F92EE559
4,dist0p20,00349_TRFOUSU128F92DF9DC
4,dist0p20,00353_TRFXGYO128F1481F5E
4,dist0p20,00355_TRGEMKV128F42926CF
4,dist0p20,00369_TRHUAIB128F425C2D9
4,dist0p20,00370_TRHWXDD128F1484DF6
4,dist0p20,00391_TRKJRVK128F932A6C9
4,dist0p20,00410_TRMPGQF128F42A4233
4,dist0p20,00414_TRMZNYS128F4261A2D
4,dist0p20,00424_TROEMTP128F4287B7A
4,dist0p20,00436_TRPJQIR12903CBE9BC
4,dist0p20,00437_TRPLKBK128F9302CA6
4,dist0p20,00441_TRQBGCA128F932796E
4,dist0p20,00452_TRQZZKG128F42756E7
4,dist0p20,00456_TRRIQWN128F92CA520
4,dist0p20,00459_TRRSKRE128F92CA523
4,dist0p20,00463_TRSLBAU128F42311D4
4,dist0p20,00484_TRUDNRB128F42598CA
4,dist0p20,00490_TRUQZHJ128F1483715
4,dist0p20,00493_TRUWMOE128F934BEA0
4,dist0p20,00496_TRVCBWD128F92F37A8
4,dist0p20,00500_TRVJUMU128F425887E
4,dist0p20,00520_TRYAVFU128F427A2D5
4,dist0p20,00535_TRZQVKY128F148D10B
4,dist0p30,00540_TRMKEKJ128C71968E7
4,dist0p30,00541_TRZIECR128E0784FAB
4,dist0p30,00565_TRLFZKO128F147CC17
4,dist0p30,00575_TRYUOBY128F14B0F10
4,dist0p30,00586_TRTRTIJ128F4228F6E
4,dist0p30,00611_TRCIPRH128F425A1AB
4,dist0p30,00614_TRWEWEY128F4265734
4,dist0p30,00618_TRNPQUD128F426AD18
4,dist0p30,00620_TRGPJIL128F4283E5F
4,dist0p30,00623_TRDHUFT128F429230B
4,dist0p30,00638_TRKJTUV128F932BB1D
4,dist0p30,00659_TRTWBNZ128F92F3426
4,dist0p30,00660_TRFBWCO12903CB0876
4,dist0p30,00664_TRAFYGA128F425A92C
4,dist0p30,00665_TRAGAPY128F92F5DDE
4,dist0p30,00668_TRALXIM128F92CA4F1
4,dist0p30,00670_TRAMNNN128F42BBA86
4,dist0p30,00703_TRCGVQW12903CE7BF6
4,dist0p30,00708_TRCSVJW128F428E3D7
4,dist0p30,00713_TRDFMWU128F4214450
4,dist0p30,00720_TREDTYR128F14917E9
4,dist0p30,00735_TRFOSAA12903CE7C04
4,dist0p30,00742_TRFZQIW128F93363FC
4,dist0p30,00754_TRGQVVO128F1491804
4,dist0p30,00760_TRHBDYA128F148AA4A
4,dist0p30,00773_TRHUKQU128F933ADCC
4,dist0p30,00774_TRHYXJX128E078EC1C
4,dist0p30,00782_TRIRAEB128E0788BEE
4,dist0p30,00785_TRIVHNE12903D07433
4,dist0p30,00802_TRKOBCF12903CD0A6C
4,dist0p30,00821_TRLMYOF128F931D661
4,dist0p30,00828_TRLVOOA12903CE5177
4,dist0p30,00847_TRNJQHZ128F42948B0
4,dist0p30,00859_TROFHPZ128F42901F0
4,dist0p30,00883_TRQXEHX128E078863C
4,dist0p30,00887_TRRIVDC128F932CF85
4,dist0p30,00904_TRSQDAZ12903CDE06E
4,dist0p30,00911_TRTIFLF128F931EE7C
4,dist0p30,00917_TRTRHJG128F425A940
4,dist0p30,00927_TRUAJSP128F4273741
4,dist0p30,00935_TRUTOBC128F4269C40
4,dist0p30,00943_TRVQCVF128F9342F6F
4,dist0p30,00962_TRXHCVJ128F4228C38
4,dist0p30,00965_TRXMRWR128F934BE2F
4,dist0p30,00971_TRXVIOH128F146EC44
4,dist0p30,00986_TRZEFZC128F42926CB
4,dist0p40,01017_TRJFZPO128F1468388
4,dist0p40,01019_TRLBCCY128F146EEF3
4,dist0p40,01026_TRTFLPV128F147CC16
4,dist0p40,01027_TRIJSDT128F147CC1F
4,dist0p40,01050_TRQZHAY128F424E1C4
4,dist0p40,01071_TRMZNMK128F4272652
4,dist0p40,01075_TRKUOXO128F427E3B7
4,dist0p40,01081_TROUHQM128F92C5777
4,dist0p40,01099_TRGZJAW128F934351C
4,dist0p40,01108_TRXNXPH128F93061FF
4,dist0p40,01111_TRSSMBI128F9342CDA
4,dist0p40,01132_TRBPSFB128F92F3FCA
4,dist0p40,01148_TRDEIIJ128F1489889
4,dist0p40,01165_TRFARJO128F1456356
4,dist0p40,01168_TRFGZPB128F92FFBF9
4,dist0p40,01185_TRHXWEE128F930DF37
4,dist0p40,01195_TRJXOAS12903CEC6C4
4,dist0p40,01196_TRJXTTG12903CC49FB
4,dist0p40,01200_TRKMQLS128F146EC3D
4,dist0p40,01205_TRLDCZE128F9334CDF
4,dist0p40,01222_TRNFCDV128F1489886
4,dist0p40,01223_TRNIOMJ128F92F82ED
4,dist0p40,01232_TROPBJV128F4231801
4,dist0p40,01234_TROUKMG128F146A0B1
4,dist0p40,01260_TRSAQTA128F146DCCE
4,dist0p40,01262_TRSBZKR128F9334D35
4,dist0p40,01270_TRSXTZK128F931AD91
4,dist0p40,01297_TRXAHEE128E078F3E3
4,dist0p40,01310_TRYZYCY12903CD0B4C
4,dist0p50,01320_TRQRKGB128E078122A
4,dist0p50,01326_TRBHKVD128F146F758
4,dist0p50,01333_TRXDYUE128F429FC3F
4,dist0p50,01338_TRHQDFZ128F425C9D3
4,dist0p50,01352_TRHJSBO128F4281E8F
4,dist0p50,01368_TRUAAOZ12903CBEB36
4,dist0p50,01376_TRFUDIX12903CFF88E
4,dist0p50,01384_TRBTJNA128E0793804
4,dist0p50,01387_TRCFWIL128F92EDBEB
4,dist0p50,01391_TRCUSSC128F92C5778
4,dist0p50,01399_TRDZYQP128F425985D
4,dist0p50,01410_TRFPJUV128F4299808
4,dist0p50,01427_TRLHLNL128F426BD1E
4,dist0p50,01443_TRPELED128F92C577D
4,dist0p50,01449_TRQQWTT128F9342FA8
4,dist0p50,01461_TRSSOZE12903C9AB52
4,dist0p50,01470_TRVBTTF12903CD72E4
4,dist0p50,01474_TRWKSNO128F9326746
4,dist0p50,01477_TRWYEXL128E0781213
4,dist0p60,01497_TREESJI128F1472406
4,dist0p60,01509_TRARFVY128F93086DE
4,dist0p60,01518_TRRAOEH12903CF8D61
4,dist0p60,01519_TRARCZH12903CF7D2F
4,dist0p60,01527_TREINYE128F92EAF7D
4,dist0p60,01545_TRIRIYU128C71968EA
4,dist0p60,01547_TRKBKQE128C71969A2
4,dist0p60,01554_TRNXSNC128F427FF65
4,dist0p60,01574_TRXXCVJ128F92FFA99
4,dist0p60,01575_TRZGJGY128E078B58E
5,dist0p00,00008_TRTEAWF128F427D59D
5,dist0p00,00012_TRYIYUF128F932573D
5,dist0p00,00016_TRADWNF128E0792485
5,dist0p00,00039_TRUVFTA128F427E2CC
5,dist0p10,00051_TRSDRIK128F146481B
5,dist0p10,00062_TRXVIOG128F427D5A0
5,dist0p10,00073_TRHUACP128F9330D0C
5,dist0p10,00076_TRCDHZW128F930EF4C
5,dist0p10,00094_TRDJQLI128E07917C7
5,dist0p10,00100_TREPTBO128F4254E83
5,dist0p10,00101_TREXCGQ128E0786348
5,dist0p10,00103_TRFLCMC128E0792ECE
5,dist0p10,00110_TRGLMZJ128F92DC646
5,dist0p10,00127_TRJUVYQ128F4279A50
5,dist0p10,00131_TRKWFNH12903CD1D39
5,dist0p10,00136_TRLVCZR128F426739D
5,dist0p10,00141_TRNZCTZ128F427EFC1
5,dist0p10,00145_TROIHJD128F1464EF6
5,dist0p10,00146_TROLENX128F9330D31
5,dist0p10,00148_TROUUSC128F4261F1E
5,dist0p10,00157_TRQLCBM128F92DC640
5,dist0p10,00179_TRWJNAJ128F9340DFF
5,dist0p10,00180_TRWNVAA128F42ACF9C
5,dist0p10,00183_TRXAWRE128F428E037
5,dist0p10,00190_TRYLBDR128F932A361
5,dist0p20,00211_TRPEGFC128E07990D0
5,dist0p20,00218_TRLEFHF128F1463E25
5,dist0p20,00227_TRTXBPS128F147C1FC
5,dist0p20,00228_TRGXZRI128F148D017
5,dist0p20,00244_TRWANRS128F424E300
5,dist0p20,00248_TRWJZMX128F426216E
5,dist0p20,00249_TRONIFO128F4262360
5,dist0p20,00263_TRBUYMR128F427D59A
5,dist0p20,00264_TRKFPNL128F427D59F
5,dist0p20,00278_TRPYYWT128F933318E
5,dist0p20,00281_TRCCCFN128F92E1D44
5,dist0p20,00282_TRWQINA128F9339E57
5,dist0p20,00283_TRBGCHI128F933B1F3
5,dist0p20,00285_TRPTIUI128F9319DA4
5,dist0p20,00286_TRLYMOZ128F9319DA6
5,dist0p20,00292_TRPTGLI12903CD34D4
5,dist0p20,00293_TRPTBHZ12903CE747C
5,dist0p20,00302_TRJVNVT12903CAE8EE
5,dist0p20,00304_TRABBFC128F428DFC5
5,dist0p20,00316_TRBIWRO128EF365B94
5,dist0p20,00332_TRDHYPI12903CD7E12
5,dist0p20,00341_TREWFGS128F93075E5
5,dist0p20,00343_TRFHLYQ12903CB0446
5,dist0p20,00345_TRFIFFT128F147D9DC
5,dist0p20,00359_TRGTGJR128F92D2C42
5,dist0p20,00415_TRNAAXR128F9312EBE
5,dist0p20,00418_TRNRUVQ128F147CD09
5,dist0p20,00421_TRNXMWZ128E0787D35
5,dist0p20,00429_TRONCZL128F147A645
5,dist0p20,00439_TRPRIAY128F145BCD8
5,dist0p20,00440_TRPUYLI128F425D72A
5,dist0p20,00449_TRQOOME128F4257BAD
5,dist0p20,00453_TRRAGAC128F423842C
5,dist0p20,00462_TRRZMCS128F147E9B6
5,dist0p20,00465_TRSQASO128F932A427
5,dist0p20,00513_TRXDPQM128F9307079
5,dist0p20,00514_TRXKEOV128F92D594A
5,dist0p30,00547_TRUTYEU128E0787D4A
5,dist0p30,00557_TRLEZSI128F1464817
5,dist0p30,00562_TRDQFMQ128F14745DD
5,dist0p30,00578_TRYTJUA128EF34E591
5,dist0p30,00591_TRGJEQT128F4222C7A
5,dist0p30,00593_TRPEWHE128F4231277
5,dist0p30,00598_TRWCJZM128F4270614
5,dist0p30,00634_TRKXSDG128F9325742
5,dist0p30,00639_TROAISE128F933DF0C
5,dist0p30,00641_TRXJRSJ128F9330D11
5,dist0p30,00651_TRRPVII12903C9AA94
5,dist0p30,00652_TRQXICJ12903C9AAFE
5,dist0p30,00667_TRALMQV128F147F21E
5,dist0p30,00678_TRAXACX128E0792481
5,dist0p30,00684_TRBDWCY12903CA84B1
5,dist0p30,00705_TRCIJTJ128F4288E5E
5,dist0p30,00712_TRDDBKX128F4266F99
5,dist0p30,00736_TRFUFGY128F425D7D2
5,dist0p30,00739_TRFWHVK128F1466894
5,dist0p30,00747_TRGFNTP12903CB81A4
5,dist0p30,00759_TRHAIFH128F93239B1
5,dist0p30,00761_TRHCMCR128F42800A4
5,dist0p30,00786_TRIXVAA128F92DF8FB
5,dist0p30,00790_TRJNANQ128F92D08C3
5,dist0p30,00793_TRJVMVZ128F4263C58
5,dist0p30,00804_TRKPJIG128F42A28CC
5,dist0p30,00810_TRKXICW12903C9AAB1
5,dist0p30,00811_TRKZPQA128E0786347
5,dist0p30,00819_TRLMNOH128F14685D0
5,dist0p30,00822_TRLPOSL128F4269516
5,dist0p30,00832_TRMFCDV128F1476197
5,dist0p30,00845_TRNGOVM128F148C43B
5,dist0p30,00853_TRNVLKU128F426073C
5,dist0p30,00861_TROQHPL128F1484D32
5,dist0p30,00895_TRRXLJG128F92DF650
5,dist0p30,00912_TRTIZSV128F42608E8
5,dist0p30,00913_TRTNJHH128F932A4DC
5,dist0p30,00914_TRTPLWC128F42693C7
5,dist0p30,00947_TRVUNGT128E078634F
5,dist0p30,00954_TRWKIRJ128F427D563
5,dist0p30,00974_TRYCYQE128E0792EC9
5,dist0p30,00989_TRZRTCL128F4228A41
5,dist0p30,00991_TRZUMAU12903CBA485
5,dist0p30,00992_TRZVABW12903CC606A
5,dist0p40,01002_TROZZEQ128E0788FE8
5,dist0p40,01007_TROKVZC128E0791D2A
5,dist0p40,01012_TRBSXPE128F1453DCE
5,dist0p40,01022_TRBYHSA128F147619E
5,dist0p40,01023_TRCLUVT128F14773C1
5,dist0p40,01031_TRFWLNS128F148B018
5,dist0p40,01032_TRRTRRS128F148B5D8
5,dist0p40,01038_TRAMJWO128EF343C19
5,dist0p40,01045_TREGUIT128F4228F34
5,dist0p40,01046_TRMXENY128F422BADD
5,dist0p40,01083_TRFFJUT128F92D4DCE
5,dist0p40,01085_TRFVPDS128F92F10F3
5,dist0p40,01088_TRRZYBC128F9325740
5,dist0p40,01109_TRIQSFA128F9307EB2
5,dist0p40,01133_TRBRNPA128F92EF76C
5,dist0p40,01135_TRBVYHP128F14668A1
5,dist0p40,01158_TREFQAX128F426D1FA
5,dist0p40,01176_TRGJCMA128F9329F8A
5,dist0p40,01186_TRIBZEK128F14681EB
5,dist0p40,01192_TRJOROB128E0787D59
5,dist0p40,01202_TRKXFWL128E07811BF
5,dist0p40,01216_TRMKMQA12903D042D6
5,dist0p40,01221_TRMZTZJ128F145BA51
5,dist0p40,01225_TRNRWAU128E0793EAA
5,dist0p40,01239_TRPHMFA128F92D2DC7
5,dist0p40,01240_TRPHUBJ128F42B9959
5,dist0p40,01267_TRSMEMX128E079248C
5,dist0p40,01271_TRTFVFH12903CC1151
5,dist0p40,01282_TRUIHGX128F9330D2D
5,dist0p40,01286_TRUYHSK128F425B009
5,dist0p40,01296_TRWTLZT128F4275721
5,dist0p40,01299_TRXJVXK128F427D74B
5,dist0p40,01300_TRXOGKS128F14681EE
5,dist0p40,01308_TRYWQZA128E0782FFB
5,dist0p40,01309_TRYZHTR12903CF9D2B
5,dist0p40,01313_TRZMBJV128F425AE25
5,dist0p50,01319_TRCYYEF128C71968CA
5,dist0p50,01353_TRFMNKP128F428ADC0
5,dist0p50,01370_TRCYLZV128F931848A
5,dist0p50,01373_TRGPHCV128F9351FA0
5,dist0p50,01392_TRCWGPS128E0793B97
5,dist0p50,01421_TRJHFCY128F4266903
5,dist0p50,01442_TRPDJBX128F42ACF9B
5,dist0p50,01444_TRPJGMC128F933B4A4
5,dist0p50,01455_TRRTBAH128F92E46F2
5,dist0p50,01465_TRTFPHQ128F4264E7E
5,dist0p50,01467_TRTXNQI128F14681EC
5,dist0p50,01471_TRVROPQ128F9303A31
5,dist0p50,01480_TRXUDSE12903CC607D
5,dist0p60,01496_TRCGCEX128F146A858
5,dist0p60,01535_TRGUUQC12903CDA303
5,dist0p60,01538_TRHZAZX128F4276805
5,dist0p60,01543_TRIOWCD128E0782EEF
5,dist0p60,01552_TRNHARJ128F92E46E5
5,dist0p60,01572_TRWFSQX128F92FD0D7
5,dist0p60,01576_TRZLNAO128F92EB961
6,dist0p00,00011_TRJJWLJ128F428AD88
6,dist0p00,00033_TRSGLPX128F93428D7
6,dist0p00,00041_TRWQGLL128F42982E2
6,dist0p00,00042_TRYMQRL128F429833D
6,dist0p10,00053_TRNAVDC128F429834B
6,dist0p10,00059_TRKXPUB128F425A189
6,dist0p10,00069_TRFMLJH128F42A8BF9
6,dist0p10,00070_TRGFRWU128F42ADFA6
6,dist0p10,00086_TRBBYVD128F931AE0C
6,dist0p10,00107_TRFXIMY128F4298335
6,dist0p10,00109_TRGEAAS128F92E1ADD
6,dist0p10,00113_TRHFFOC128F92F901F
6,dist0p10,00116_TRIAWSK128E078893E
6,dist0p10,00121_TRIILOC128E0793F63
6,dist0p10,00124_TRIPHYI128F147D40D
6,dist0p10,00125_TRISYPB12903CB2B52
6,dist0p10,00147_TROLYXK128F428D09B
6,dist0p10,00153_TRPWMGN128E078F2B8
6,dist0p10,00158_TRQWZNT128F424EFD9
6,dist0p10,00163_TRRJHYJ128F148D7FD
6,dist0p10,00164_TRSNJKS128F148A811
6,dist0p10,00166_TRTELGR128F92EAA71
6,dist0p10,00174_TRVMUMY128F933D053
6,dist0p10,00193_TRYVMNJ128F92FFBEA
6,dist0p20,00203_TRLMFRB128E078E1FA
6,dist0p20,00223_TREKDZI128F146A972
6,dist0p20,00260_TRZPGQM128F4263FF1
6,dist0p20,00268_TRPHRMB128F428A361
6,dist0p20,00275_TRSMCGR128F9311A0D
6,dist0p20,00277_TROZPHT128F92DE66F
6,dist0p20,00287_TRQRHKG128F931BB56
6,dist0p20,00295_TRRDSSX128F92F4DC8
6,dist0p20,00305_TRACMAJ128F1458881
6,dist0p20,00330_TRDFYTM128F4295F2A
6,dist0p20,00336_TRECEUT128E078A843
6,dist0p20,00350_TRFPCAL128F147D418
6,dist0p20,00367_TRHQHIJ128F423C184
6,dist0p20,00371_TRHZXZK128F42A656A
6,dist0p20,00376_TRIEVBC128E078A90C
6,dist0p20,00384_TRJJXWI128F426BD83
6,dist0p20,00389_TRKCUGS128F42A15B6
6,dist0p20,00395_TRKOGBJ128F148A818
6,dist0p20,00396_TRKSHMF128F145BB25
6,dist0p20,00400_TRLABJZ128F42A0DD7
6,dist0p20,00404_TRMGYEC128F14A2B40
6,dist0p20,00407_TRMJOXG128F4249F43
6,dist0p20,00411_TRMPISD12903D05F90
6,dist0p20,00422_TROCMSR128E078F2A7
6,dist0p20,00426_TROJWHA128E078A83C
6,dist0p20,00431_TRORPHN128E0797FC4
6,dist0p20,00445_TRQGJDD128E078A91C
6,dist0p20,00447_TRQKELU128F92CF2A9
6,dist0p20,00460_TRRUCDI128E078A909
6,dist0p20,00464_TRSPTWX128F9348826
6,dist0p20,00466_TRSRESY128E078858B
6,dist0p20,00476_TRTJRKR128F1458624
6,dist0p20,00485_TRUHOQJ128F4292206
6,dist0p20,00487_TRUKOYL128F9304545
6,dist0p20,00498_TRVFIFJ128F429846C
6,dist0p20,00502_TRVRHDI128F9318635
6,dist0p20,00505_TRWDCWC128F147D427
6,dist0p20,00525_TRYGCSY128F148A815
6,dist0p30,00554_TRKGDMT128E0793483
6,dist0p30,00555_TRBRPQK128E07936CD
6,dist0p30,00567_TRHKEAQ128F1480E8E
6,dist0p30,00568_TRPWFXI128F14824E7
6,dist0p30,00569_TRLWCQR128F14824EB
6,dist0p30,00570_TRDLMBW128F14824EE
6,dist0p30,00571_TRPAPJW128F14824EF
6,dist0p30,00589_TRCFTRT128F4241656
6,dist0p30,00605_TRZJXEV128F426BD8A
6,dist0p30,00610_TRRONDX128F4259852
6,dist0p30,00631_TRLDDOC128F92F1316
6,dist0p30,00648_TRWZWXR128F92F653F
6,dist0p30,00658_TRFJUME128F932617C
6,dist0p30,00669_TRAMDRT12903CA121C
6,dist0p30,00677_TRATQUU128F148EF2B
6,dist0p30,00683_TRBBEVP128F146ECF8
6,dist0p30,00691_TRBUMAC128F427576F
6,dist0p30,00692_TRBVCRR128F4235517
6,dist0p30,00694_TRBYTXE128F427AD35
6,dist0p30,00725_TREUEKL128F930884F
6,dist0p30,00729_TRFALES128F933B085
6,dist0p30,00737_TRFURQZ128F92DD378
6,dist0p30,00740_TRFYBHO12903C9D599
6,dist0p30,00756_TRGTWMB128E078F2E5
6,dist0p30,00764_TRHJJZE128F14A2B3D
6,dist0p30,00771_TRHRMNF128F14595A9
6,dist0p30,00788_TRIZRZS128E078E1F8
6,dist0p30,00794_TRJWMLB128E0793F6C
6,dist0p30,00807_TRKSWBS128F426BF3D
6,dist0p30,00820_TRLMOHJ128F42989B0
6,dist0p30,00830_TRLYSHC128F92F75D5
6,dist0p30,00849_TRNLHJF128F42791D0
6,dist0p30,00850_TRNORDF128F149ED9B
6,dist0p30,00868_TRPLFFW128F4291A08
6,dist0p30,00869_TRPNKDT128E078569B
6,dist0p30,00873_TRPVLGZ128F425F793
6,dist0p30,00877_TRQKITP128F428E430
6,dist0p30,00897_TRRZZYJ128E078A919
6,dist0p30,00916_TRTQDPZ128F4298936
6,dist0p30,00924_TRTWJXG128F931DFB2
6,dist0p30,00930_TRUOGNN128F145B34C
6,dist0p30,00932_TRUQUTE128F42601C7
6,dist0p30,00938_TRUZHFD128F429C33B
6,dist0p30,00940_TRVKLEY128F427148A
6,dist0p30,00941_TRVMGEZ128F428BA0A
6,dist0p30,00953_TRWIWMY128F92E2E3E
6,dist0p30,00957_TRWVCVS128F92F5687
6,dist0p30,00959_TRWXQJZ128F9337E76
6,dist0p30,00960_TRXDVII128F423550F
6,dist0p30,00961_TRXDYQI128E0793474
6,dist0p30,00964_TRXMJKY128F4270938
6,dist0p30,00981_TRYVMUS128F42A154B
6,dist0p30,00984_TRYXIVA128F426E751
6,dist0p30,00987_TRZFMVE128F14589DE
6,dist0p30,00996_TRZZZYV128F92E996D
6,dist0p40,01009_TREVDPT128E0797FC3
6,dist0p40,01030_TRRGEJM128F1480E86
6,dist0p40,01035_TRQELKI128F1491A7C
6,dist0p40,01052_TRVVKNV128F425B627
6,dist0p40,01055_TRVHPDQ128F4292171
6,dist0p40,01096_TROMXDD128F93244AE
6,dist0p40,01097_TRXODKF128F9329E17
6,dist0p40,01098_TRTZPYK128F9329E29
6,dist0p40,01118_TRAATZB12903CC59D8
6,dist0p40,01124_TRBBAEQ128F42B18B9
6,dist0p40,01136_TRBXUPA128F4270554
6,dist0p40,01141_TRCJGAY128F426050F
6,dist0p40,01143_TRCKXDA128F422B936
6,dist0p40,01146_TRCRGSO128F42A1565
6,dist0p40,01167_TRFCKLE128F426EA72
6,dist0p40,01189_TRJFBHM128F426712A
6,dist0p40,01191_TRJKBXA128F92C986D
6,dist0p40,01193_TRJSLGC128F42B84FD
6,dist0p40,01201_TRKUUKE128F93034F6
6,dist0p40,01206_TRLFPDE12903CF9E9E
6,dist0p40,01217_TRMNKGI128F9364CA0
6,dist0p40,01226_TRNSIZL128F4298571
6,dist0p40,01229_TRNZRYI128F4267F74
6,dist0p40,01230_TROBNTT128F427148F
6,dist0p40,01233_TROQAWC128F148CCD1
6,dist0p40,01235_TROXMAA128F92DD516
6,dist0p40,01237_TRPCAOD128E0788980
6,dist0p40,01244_TRPZTAN128F429F975
6,dist0p40,01246_TRQLAQG128F429CCFC
6,dist0p40,01256_TRRDBJG128F422B8B3
6,dist0p40,01258_TRRXQAW128F4298946
6,dist0p40,01259_TRRYCEH128F42BC693
6,dist0p40,01273_TRTLDJA128F14570E8
6,dist0p40,01290_TRVWROF128F425D72B
6,dist0p40,01303_TRYMMOX128F4274A83
6,dist0p50,01321_TRYXGRG128E07850E8
6,dist0p50,01340_TRIONDP128F429DB55
6,dist0p50,01342_TREVBXL128F4282284
6,dist0p50,01348_TRHTAJJ128F4267E21
6,dist0p50,01360_TRKMWIF128F92F7849
6,dist0p50,01365_TRSFFQJ128F9328ED4
